Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.765679434591168	0.7607361731028819	0.6854611357229158	0.6814157424756503	0.7529550827423168	0.5268817204301075	0.36563200353818215	0.5268817204301075
1	0.796324466033789	0.7933755064577235	0.6250503423278292	0.6157939602640063	0.8904494382022472	0.26220016542597185	0.2358325562206971	0.26220016542597185
2	0.8096789775272583	0.8064156952173288	0.6894885219492549	0.6828927600817002	0.8625827814569537	0.43093465674110837	0.370515390764259	0.43093465674110837
3	0.8123048226734861	0.8088868869641039	0.697946033024567	0.6917464256173934	0.858034321372855	0.45492142266335817	0.38814474381097197	0.45492142266335817
4	0.8128599215979578	0.8097150519184493	0.6266612968183649	0.6172794179706622	0.9098837209302325	0.2588916459884202	0.23891952768022562	0.2588916459884202
5	0.8161301359635285	0.8120131302163547	0.6339105920257753	0.6247235867051535	0.914364640883978	0.2737799834574028	0.25398639619471586	0.2737799834574028
6	0.8168196272591878	0.8114890563449374	0.6512283527990335	0.6426967809456289	0.9054373522458629	0.31679073614557485	0.29020657929744154	0.31679073614557485
7	0.8183167712589903	0.8155569359549599	0.680628272251309	0.673245725089043	0.8924528301886793	0.391232423490488	0.3515278140506659	0.391232423490488
9	0.829114256888096	0.8254013789447644	0.7200966572694322	0.7145557975051062	0.8660968660968661	0.5028949545078577	0.4337517969193232	0.5028949545078577
10	0.8303263851828191	0.8252383220270095	0.7104309303262183	0.7046935399469961	0.8581871345029239	0.4855252274607113	0.4139729195737799	0.4855252274607113
11	0.8387427885832706	0.8325673382329057	0.7285541683447443	0.7239158690771594	0.8398983481575604	0.5467328370554178	0.45185519514251404	0.5467328370554178
12	0.849128981617461	0.842159133823181	0.7470801449859041	0.7433618608733816	0.8327605956471936	0.6013234077750207	0.49019907856037814	0.6013234077750207
13	0.8507007880457012	0.8443201262783386	0.7531212243254128	0.750514846136966	0.8047034764826176	0.6509511993382961	0.5034837516803854	0.6509511993382961
14	0.8522897992944076	0.8480740144784082	0.7535239629480467	0.7499788997484851	0.8357705286839145	0.6145574855252275	0.5033565031185737	0.6145574855252275
15	0.8541716171102914	0.8550635901363401	0.7543294401933145	0.750616127344238	0.843069873997709	0.608767576509512	0.504811206881896	0.608767576509512
16	0.8615859208734075	0.8606063946835546	0.7595650422875554	0.7559924714302595	0.845372460496614	0.619520264681555	0.5154982600308478	0.619520264681555
17	0.8670865941337406	0.8676887686112241	0.7631896898912606	0.7592503502641752	0.8648648648648649	0.608767576509512	0.5224472093003478	0.608767576509512
18	0.8783817210793461	0.8754725981757259	0.7889649617398309	0.7868790195979136	0.8341463414634146	0.707196029776675	0.5759943061463118	0.707196029776675
21	0.8801781640314076	0.880518658336665	0.7990334273056786	0.7967961378099627	0.8514851485148515	0.7113316790736146	0.5960952497997618	0.7113316790736146
22	0.8917235724219064	0.8900523292114226	0.8111155859846959	0.8097305919886566	0.8394495412844036	0.7568238213399504	0.6210205229958243	0.7568238213399504
24	0.8956761364595466	0.8964634346806295	0.8211840515505437	0.8205550210158505	0.8294573643410853	0.7965260545905707	0.6417600243321336	0.7965260545905707
27	0.8975706144263395	0.8982362957360956	0.819975835682642	0.8196308299994935	0.8207070707070707	0.8064516129032258	0.6395450457867339	0.8064516129032258
33	0.9004249915274374	0.8974840571924332	0.8264196536447845	0.825319457807937	0.8485663082437276	0.7832919768403639	0.6519181899289215	0.7832919768403639
34	0.9037510404047093	0.9020451530349807	0.828836085380588	0.8279274488951909	0.845679012345679	0.7932175351530191	0.6568944456420205	0.7932175351530191
37	0.9070605337000233	0.9043465769695693	0.8304470398711237	0.8298982123866916	0.8373287671232876	0.8089330024813896	0.660367715694018	0.8089330024813896
45	0.9089020987284016	0.9056373023240091	0.8364881192106323	0.8364814908593711	0.8293683347005743	0.8362282878411911	0.6728210147923751	0.8362282878411911
49	0.9107348990369196	0.9025762927235477	0.838099073701168	0.8381990513326918	0.8283157038242474	0.8420181968569065	0.6761127796713123	0.8420181968569065
50	0.9117116783724368	0.9052074237189888	0.833266210229561	0.8330463699127293	0.8315262718932444	0.8246484698097601	0.6662333167309658	0.8246484698097601
51	0.9153181982852312	0.9133728895143993	0.8401127668143374	0.8391063621478367	0.8612099644128114	0.8006617038875103	0.6794312988555797	0.8006617038875103
73	0.9176580538686175	0.9149909696524989	0.8429319371727748	0.8427609257102344	0.8403990024937655	0.8362282878411911	0.6856086505102688	0.8362282878411911
92	0.9217265069799632	0.9192675468408577	0.846959323399114	0.8464323694738441	0.8545765611633875	0.826302729528536	0.6934500177391834	0.826302729528536
100	0.9223663315297488	0.9189196831003975	0.8521949254933548	0.8520830168295606	0.8485099337748344	0.847808105872622	0.7041808920530556	0.847808105872622
115	0.923549244091605	0.9213706670342363	0.8457511075312123	0.8451705744332472	0.8548109965635738	0.8229942100909843	0.6909972585843481	0.8229942100909843
127	0.9237784252849833	0.9206337311858649	0.8453483689085783	0.8451790145338532	0.8428927680798005	0.8387096774193549	0.6904454405024184	0.8387096774193549
170	0.924187120925866	0.9208065948772103	0.8481675392670157	0.847947367532621	0.8472454090150251	0.8395368072787428	0.69605629165629	0.8395368072787428
189	0.9245464744401292	0.9221507338183508	0.8517921868707209	0.8517116524028967	0.847233691164327	0.8486352357320099	0.7033936212411488	0.8486352357320099
195	0.9253664626759275	0.9242476289137839	0.8477648006443818	0.847554902854442	0.8465387823185988	0.8395368072787428	0.6952565065804469	0.8395368072787428
