Epoch,AUC_dev,PR_AUC,ACC,BACC,PREC,TPR,KAPPA,RECALL
0,0.7682277163068638,0.7697786051648049,0.6890857833266211,0.6905397107296929,0.6585365853658537,0.7561779242174629,0.3798588950227626,0.7561779242174629
1,0.8079770681684524,0.8101571043728871,0.7321788159484495,0.7306639248172425,0.7592067988668555,0.6622734761120264,0.4626078115424459,0.6622734761120264
2,0.8192732411334536,0.8217917653991915,0.7144583165525574,0.7105784497386025,0.8176100628930818,0.5354200988467874,0.42433063545935745,0.5354200988467874
3,0.8244589975372687,0.8249291666991084,0.7422472815142972,0.7398894302483633,0.7977178423236515,0.6334431630971994,0.48192954121788545,0.6334431630971994
5,0.8288671176697395,0.8298112958939655,0.7478856222311719,0.7475119533989456,0.7478920741989882,0.7306425041186162,0.49527145154293173,0.7306425041186162
6,0.8335455929833581,0.8335675822718784,0.7543294401933145,0.7538161299158881,0.7581196581196581,0.7306425041186162,0.5080312806134513,0.7306425041186162
7,0.8352926781455646,0.8376110050106477,0.7515102698348771,0.7504868340596897,0.7681940700808625,0.7042833607907742,0.5018785093008564,0.7042833607907742
8,0.8405826170381535,0.8410356912991638,0.761578735400725,0.7607476732577507,0.7742504409171076,0.7232289950576606,0.5222411311742459,0.7232289950576606
9,0.8423861749512841,0.8434905836826756,0.7635924285138945,0.7627712801658612,0.7762114537444934,0.7257001647446458,0.5262847249419607,0.7257001647446458
10,0.8513215272828297,0.8545389001847097,0.7623842126459928,0.7623032703564794,0.7561576354679803,0.7586490939044481,0.5245690852586786,0.7586490939044481
11,0.8543347055562696,0.8566975969464188,0.765606121627064,0.7653839562861962,0.7628951747088186,0.7553542009884678,0.5308816311266584,0.7553542009884678
12,0.8582741667672789,0.8583022281356147,0.765606121627064,0.7646163812520852,0.7831541218637993,0.7199341021416804,0.5301602019935352,0.7199341021416804
13,0.8596509334880816,0.8570910581897508,0.7764800644381796,0.7767184268638929,0.7629688747007183,0.7874794069192751,0.5530518341362128,0.7874794069192751
14,0.8675412153714934,0.8668530233853922,0.7760773258155457,0.7751462774071347,0.7932263814616756,0.7331136738056013,0.5511977613007758,0.7331136738056013
15,0.8737132975802402,0.8742092269003358,0.7877567458719291,0.7863583903578295,0.8213283442469598,0.7232289950576606,0.5742030101293231,0.7232289950576606
16,0.8740138364730885,0.8734023977769698,0.7950060410793395,0.7944145203775754,0.8041415012942191,0.7677100494233937,0.5894077106481354,0.7677100494233937
17,0.8772120116892104,0.8769588538490858,0.7933950865888039,0.7920352000498518,0.8266542404473439,0.7306425041186162,0.5855441750231098,0.7306425041186162
18,0.8779474556753817,0.8774883012067238,0.7958115183246073,0.7944885191546484,0.8282265552460538,0.7347611202635914,0.5904209302650933,0.7347611202635914
19,0.881237480250765,0.8812121229701895,0.7966169955698752,0.794955230739871,0.8411934552454283,0.7199341021416804,0.5917590290368865,0.7199341021416804
20,0.8840611177969655,0.8842120544133243,0.801449859041482,0.800004673606973,0.839134524929445,0.7347611202635914,0.6016310062362769,0.7347611202635914
26,0.8873073273069768,0.8818317067544316,0.8030608135320177,0.8017413729759062,0.8365831012070566,0.7421746293245469,0.6049621990130781,0.7421746293245469
29,0.8894295992511843,0.8849943456283811,0.8095046314941603,0.8081883541503577,0.8440111420612814,0.7487644151565074,0.6178877712335091,0.7487644151565074
30,0.8927225448309257,0.8889051649012957,0.8058799838904551,0.8044458984555027,0.8439849624060151,0.7397034596375618,0.6105265350247748,0.7397034596375618
32,0.9005011794366485,0.897153517272875,0.8171566653242046,0.8167812998599215,0.8214890016920474,0.799835255354201,0.6339247093238491,0.799835255354201
42,0.9013674195068565,0.8952984704138968,0.8167539267015707,0.8156732655400678,0.844061650045331,0.7668863261943987,0.6325999739189282,0.7668863261943987
44,0.9034747618732336,0.9024211575010582,0.8260169150221506,0.8251996344200767,0.8454063604240283,0.7883031301482701,0.6513526848602136,0.7883031301482701
45,0.9037993179130268,0.9009447508974371,0.8236004832863472,0.8226570624043371,0.8470483005366727,0.7800658978583196,0.6464218694527565,0.7800658978583196
46,0.9044954906183831,0.9034774883537078,0.824405960531615,0.823302279811446,0.8536363636363636,0.7734761120263591,0.6479230612625868,0.7734761120263591
47,0.9062451722289082,0.903955792028074,0.824405960531615,0.8238020961127275,0.8365051903114187,0.7965403624382208,0.6482753736100291,0.7965403624382208
48,0.9091187914052369,0.9077847516923541,0.8264196536447845,0.8257543006920833,0.8407310704960835,0.7957166392092258,0.6522654170174589,0.7957166392092258
51,0.9110894956788609,0.9086904304023593,0.8328634716069271,0.8322905347774778,0.8446937014667817,0.8064250411861614,0.6652341845166525,0.8064250411861614
55,0.9117905367248141,0.9100679391020651,0.828836085380588,0.8287609878447272,0.8246913580246914,0.8253706754530478,0.6575102387488978,0.8253706754530478
64,0.9131046641299366,0.9124495757114846,0.8284333467579541,0.828331275648041,0.8250825082508251,0.8237232289950577,0.6566859957507606,0.8237232289950577
67,0.9136966543465195,0.913004728026384,0.8364881192106323,0.8362114962942191,0.8389261744966443,0.8237232289950577,0.67268716545419,0.8237232289950577
70,0.9154333537154526,0.9137542302161948,0.8320579943616593,0.8320201795963302,0.8269073010664479,0.8303130148270181,0.6639810969469466,0.8303130148270181
82,0.9164346090982146,0.9170595089472153,0.8360853805879984,0.8354604736181377,0.849956634865568,0.8072487644151565,0.671652299695527,0.8072487644151565
90,0.9176020371733505,0.915697449124297,0.8405155054369714,0.8400980548707423,0.8477891156462585,0.8212520593080724,0.6806578149957032,0.8212520593080724
98,0.918444260096614,0.9153500861650594,0.8405155054369714,0.8395268362407063,0.8678057553956835,0.7948929159802306,0.6802923211084168,0.7948929159802306
101,0.9191199857714631,0.9181667805120992,0.8397100281917036,0.8392921822239359,0.8469387755102041,0.8204283360790774,0.6790449756774997,0.8204283360790774
103,0.919175160298228,0.9186163044881392,0.8360853805879984,0.8356211288578353,0.8445772843723314,0.814662273476112,0.6717578822950876,0.814662273476112
105,0.9194104634270781,0.917653610099556,0.8409182440596054,0.8407776752180692,0.8392709196354599,0.8344316309719935,0.6816405241975404,0.8344316309719935
161,0.9206457237145309,0.9220630074429635,0.8429319371727748,0.8428012821261797,0.8410596026490066,0.8369028006589786,0.6856760025473887,0.8369028006589786
185,0.9209774199871995,0.9182133841193352,0.842126459927507,0.8419418577328073,0.8419301164725458,0.8336079077429983,0.6840302395217357,0.8336079077429983
