Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7469148900274607	0.7457905617090416	0.5948449456302859	0.5989859919330977	0.8434065934065934	0.2444267515923567	0.19632430442856885	0.2444267515923567
1	0.7946210268948656	0.8041804961688241	0.5658477648006444	0.5707657847061083	0.9494949494949495	0.14968152866242038	0.1401365797746542	0.14968152866242038
2	0.8024763936689872	0.8107676943367658	0.6335078534031413	0.6372966403480085	0.8931818181818182	0.31289808917197454	0.2725011333312727	0.31289808917197454
4	0.8036852610322935	0.8094098654641702	0.6161900926298832	0.6203387553922103	0.9173553719008265	0.26512738853503187	0.23867217524671658	0.26512738853503187
6	0.8041011944621805	0.8137025458601079	0.6492146596858639	0.6527750741023365	0.8936605316973415	0.3479299363057325	0.3033609312001062	0.3479299363057325
8	0.8064361967202902	0.819177781666931	0.6774063632702376	0.6803872787960901	0.8711256117455138	0.4251592356687898	0.3586050500004676	0.4251592356687898
9	0.8112440886840151	0.8247001586811022	0.6951268626661297	0.6976868001806488	0.8549075391180654	0.4785031847133758	0.39332709542546607	0.4785031847133758
10	0.8159377773971003	0.8305481151605183	0.6991542488924688	0.7018370501300359	0.8759231905465288	0.4721337579617834	0.4014869240710355	0.4721337579617834
11	0.8210941190516977	0.8334746852477313	0.716069271043093	0.7180863558261827	0.8363858363858364	0.5453821656050956	0.43438666941096915	0.5453821656050956
13	0.8315644807126283	0.8400372153576081	0.7297623842126459	0.7313579415383178	0.8217821782178217	0.5947452229299363	0.4612101011322688	0.5947452229299363
15	0.8411698825263836	0.8487939217715579	0.7418445428916633	0.7432723903259464	0.8253968253968254	0.6210191082802548	0.4851252392645935	0.6210191082802548
16	0.8507149383042893	0.8550896369873634	0.7627869512686266	0.7636437195998733	0.8125585754451734	0.6902866242038217	0.52635144872972	0.6902866242038217
17	0.853247525163648	0.8570089338106295	0.7668143374949657	0.7677186992249752	0.8202459791863765	0.6902866242038217	0.534436746173488	0.6902866242038217
18	0.8586102113279243	0.8608658704534233	0.779701973419251	0.7800435659445907	0.8011894647408666	0.7507961783439491	0.5596711314420582	0.7507961783439491
20	0.8687097368653284	0.8720008894876492	0.7933950865888039	0.7938138175551162	0.8199827734711456	0.7579617834394905	0.5871028619643764	0.7579617834394905
21	0.8723856539952969	0.8737420166031276	0.7933950865888039	0.7936256417444028	0.8093255620316403	0.7738853503184714	0.5869475478294932	0.7738853503184714
27	0.8772399410295942	0.8800819513823405	0.7982279500604108	0.7984121205986328	0.8117258464079273	0.7826433121019108	0.596571655398733	0.7826433121019108
28	0.878256090407446	0.8825846034802929	0.8038662907772856	0.8041735448169893	0.8244725738396624	0.7778662420382165	0.6079409703973337	0.7778662420382165
29	0.8824005004178801	0.8844419423511221	0.8050745066451873	0.8054242650761269	0.8282312925170068	0.7754777070063694	0.6103890883060835	0.7754777070063694
30	0.8906984047882307	0.8951784847158863	0.8167539267015707	0.8169970774349951	0.8340283569641368	0.7961783439490446	0.6336543253832757	0.7961783439490446
31	0.8933919144098548	0.8952399969114158	0.8215867901731776	0.821416613458334	0.8158508158508159	0.8359872611464968	0.643020778398903	0.8359872611464968
32	0.89792305815541	0.8995728870516463	0.8191703584373742	0.8189904432643442	0.813033359193173	0.8343949044585988	0.6381790347931549	0.8343949044585988
35	0.898345480406356	0.9017281743548474	0.8163511880789368	0.8160720959930232	0.8053435114503816	0.839968152866242	0.6324655317143285	0.839968152866242
38	0.8995653787654628	0.901323042747866	0.819573097060008	0.8190027720243565	0.7944606413994169	0.8678343949044586	0.6387026366902036	0.8678343949044586
46	0.9000789689522892	0.9019433878069361	0.8167539267015707	0.8165360466987474	0.8087895142636854	0.8351910828025477	0.6333164017935531	0.8351910828025477
48	0.9040219010688386	0.9062660018423645	0.8211840515505437	0.8210749770295734	0.8186813186813187	0.8304140127388535	0.6422587258599306	0.8304140127388535
52	0.9066430603356537	0.9101864439704319	0.8264196536447845	0.8265041736097052	0.8345498783454988	0.8192675159235668	0.652867065361701	0.8192675159235668
56	0.9067309838610043	0.9104632115436642	0.819573097060008	0.8195955258281034	0.8242375601926164	0.8176751592356688	0.6391309171669618	0.8176751592356688
57	0.9112828918339485	0.9161818808034929	0.8292388240032219	0.8291967099081702	0.8301587301587302	0.8328025477707006	0.658418199492036	0.8328025477707006
78	0.9120703102694678	0.9150075260298175	0.8328634716069271	0.8329865058477255	0.843265306122449	0.822452229299363	0.6657788223175007	0.822452229299363
84	0.9151946776094144	0.9221797592590937	0.8316552557390253	0.8316416976832313	0.8341307814992025	0.8328025477707006	0.6632709142122621	0.8328025477707006
106	0.9193316254756305	0.9244933943002213	0.8328634716069271	0.8331276377057605	0.8518828451882845	0.8105095541401274	0.6658731067158712	0.8105095541401274
